HourId,Month,Day,Week day,Hour,Dry-Bulb Temp (°C),Heating Load (kW),Chiller Output (kW),Chiller Input (kW),Total Building Electric [kW],Precool Coil Load (kW),Preheat Coil Load (kW),Terminal Cooling Coil Load (kW),Terminal Heating Coil Load (kW),Ventilation Fan (kW),Exhaust Fan (kW),Terminal Fan (kW),Vent. Reclaim Device (kW),Lighting (kW),Electric Equipment (kW)
6624,10,3,2,23,13.3,0,15,4.7,73.9,0,0,1.8,0,0,0,0.1,0,15.3,27.6
6625,10,4,3,0,12.8,0,14.8,4.7,73.8,0,0,1.7,0,0,0,0.1,0,15.3,27.6
6626,10,4,3,1,12.2,0,14.7,4.6,73.8,0,0,1.6,0,0,0,0.1,0,15.3,27.6
6627,10,4,3,2,10.4,0,14.5,4.5,77,0,0,1.4,0,0,0,0.1,0,15.3,27.6
6628,10,4,3,3,8.7,0,14.4,4.3,76.8,0,0,1.2,0.1,0,0,0.1,0,15.3,27.6
6629,10,4,3,4,6.9,0,14.2,4.2,76.7,0,0,1,0.1,0,0,0,0,15.3,27.6
6630,10,4,3,5,6.2,0,14.5,4.3,118.6,0,0,1.3,1.1,0,0,0.1,0.1,30.3,54
6631,10,4,3,6,5.6,360,0,0,315.5,0,69.5,1.5,292.5,60.5,54.1,72.8,0.1,30.3,54
6632,10,4,3,7,4.9,300,0,0,490.8,0,73.8,2.6,227,60.5,54.1,72.8,0.2,91.5,163.1
6633,10,4,3,8,5.3,110,46.1,13.5,1012.6,0,71.5,33,37,60.5,54.1,72.8,0.5,273.3,487.6
6634,10,4,3,9,5.7,90,71.9,21.1,1037.3,0,68.9,58.8,17.6,60.5,54.1,72.8,0.5,277.7,495.6
6635,10,4,3,10,6.1,80,101,29.8,1045.9,0,66.5,88,12.5,60.5,54.1,72.8,0.5,277.7,495.6
6636,10,4,3,11,7.1,70,151,44.9,1061.1,0,60.6,137.9,6.5,60.5,54.1,72.8,0.5,277.7,495.6
6637,10,4,3,12,8,60,134.3,40.3,1901.6,0,55.3,121.2,9.2,60.5,54.1,72.8,0.5,247.9,442.5
6638,10,4,3,13,9,60,222.1,67.3,1282.3,0,49.3,208.8,6.6,60.5,54.1,72.8,0.5,277.7,495.6
6639,10,4,3,14,8.8,60,240.3,72.7,1088.8,0,50.6,227.1,6.5,60.5,54.1,72.8,0.5,277.7,495.6
6640,10,4,3,15,8.7,60,254.2,76.8,1399.5,0,50.9,240.9,6.2,60.5,54.1,72.8,0.5,277.7,495.6
6641,10,4,3,16,8.5,60,240.8,72.6,1088.8,0,52.3,227.6,6.8,60.5,54.1,72.8,0.5,277.7,495.6
6642,10,4,3,17,6.9,80,41.9,12.5,696.5,0,61.9,28.7,18,60.5,54.1,72.8,0.3,158.8,283.3
6643,10,4,3,18,5.3,140,0,0,510,0,71.5,4.5,64.1,60.5,54.1,72.8,0.2,95.9,171.2
6644,10,4,3,19,3.7,190,0,0,509.3,0,80.8,3.8,110.9,60.5,54.1,72.8,0.2,95.9,171.2
6645,10,4,3,20,2.9,240,0,0,420.5,0,85.8,2.8,154.3,60.5,54.1,72.8,0.1,65.1,116
6646,10,4,3,21,2.2,250,0,0,401.6,0,89.8,2.7,157.3,60.5,54.1,72.8,0.1,61.8,110
6647,10,4,3,22,1.4,0,0,0,118.1,0,0,1.6,0.1,0,0,0.1,0.1,30.3,54
6648,10,4,3,23,1.1,0,0,0,76.1,0,0,1.2,0.2,0,0,0.1,0,15.3,27.6
6649,10,5,4,0,0.8,0,0,0,76,0,0,1.1,1.4,0,0,0,0,15.3,27.6
6650,10,5,4,1,0.5,0,0,0,76,0,0,1,2.6,0,0,0,0,15.3,27.6
6651,10,5,4,2,0.8,0,0,0,76,0,0,0.9,3,0,0,0,0,15.3,27.6
6652,10,5,4,3,1.1,0,0,0,76.1,0,0,0.8,3.5,0,0,0,0,15.3,27.6
6653,10,5,4,4,1.4,0,0,0,76.1,0,0,0.6,4.4,0,0,0.1,0,15.3,27.6
6654,10,5,4,5,1.4,0,0,0,118.1,0,0,1,4.9,0,0,0.1,0.1,30.3,54
6655,10,5,4,6,1.3,450,0,0,310.8,0,120.5,1.1,325.1,60.5,54.1,72.8,0.1,30.3,54
6656,10,5,4,7,1.3,350,0,0,488.3,0,110.3,2.6,239.4,60.5,54.1,72.8,0.2,91.5,163.1
6657,10,5,4,8,2.7,140,0,0,1004,0,86.9,10,53,60.5,54.1,72.8,0.5,273.3,487.6
6658,10,5,4,9,4.2,120,0,0,1024.7,0,77.8,35,38.5,60.5,54.1,72.8,0.5,277.7,495.6
6659,10,5,4,10,5.6,100,69.6,20.4,1036.5,0,69.5,56.4,28,60.5,54.1,72.8,0.5,277.7,495.6
6660,10,5,4,11,6.2,90,109.2,32.2,1048.4,0,65.9,96.1,23.8,60.5,54.1,72.8,0.5,277.7,495.6
6661,10,5,4,12,6.7,70,88.6,26.3,1887.6,0,62.9,75.6,5.1,60.5,54.1,72.8,0.5,247.9,442.5
6662,10,5,4,13,7.3,70,171.9,51.3,1266.3,0,59.6,158.8,6.9,60.5,54.1,72.8,0.5,277.7,495.6
6663,10,5,4,14,6.6,80,192.7,57.1,1073.2,0,63.5,179.6,14.1,60.5,54.1,72.8,0.5,277.7,495.6
6664,10,5,4,15,6,80,191.4,56.4,1379.1,0,67.2,178.3,13.6,60.5,54.1,72.8,0.5,277.7,495.6
6665,10,5,4,16,5.3,80,179.7,52.6,1068.7,0,71.5,166.6,11.6,60.5,54.1,72.8,0.5,277.7,495.6
6666,10,5,4,17,4.5,100,0,0,691.3,0,76.1,15.3,26.7,60.5,54.1,72.8,0.3,158.8,283.3
6667,10,5,4,18,3.7,190,0,0,507.4,0,80.8,4.6,108.2,60.5,54.1,72.8,0.2,95.9,171.2
6668,10,5,4,19,2.9,190,0,0,508.7,0,85.8,3.7,106.3,60.5,54.1,72.8,0.2,95.9,171.2
6669,10,5,4,20,2.4,240,0,0,420.3,0,88.9,3,148.3,60.5,54.1,72.8,0.1,65.1,116
6670,10,5,4,21,2,280,0,0,401.6,0,91.3,2.8,184.6,60.5,54.1,72.8,0.1,61.8,110
6671,10,5,4,22,1.5,0,0,0,118.1,0,0,1.6,0.2,0,0,0.1,0.1,30.3,54
6672,10,5,4,23,1.9,0,0,0,76.3,0,0,1.2,0.2,0,0,0.1,0,15.3,27.6
6673,10,6,5,0,2.2,0,0,0,76.4,0,0,1.1,0.3,0,0,0,0,15.3,27.6
6674,10,6,5,1,2.6,0,0,0,76.5,0,0,1,1.3,0,0,0,0,15.3,27.6
6675,10,6,5,2,2.4,0,0,0,76.4,0,0,0.9,1.6,0,0,0,0,15.3,27.6
6676,10,6,5,3,2.1,0,0,0,76.3,0,0,0.8,2.9,0,0,0,0,15.3,27.6
6677,10,6,5,4,1.9,0,0,0,76.3,0,0,0.6,3.8,0,0,0.1,0,15.3,27.6
6678,10,6,5,5,1.5,0,0,0,118.1,0,0,1,4.5,0,0,0.1,0.1,30.3,54
6679,10,6,5,6,1.2,450,0,0,310.8,0,122.7,1.1,323.2,60.5,54.1,72.8,0.1,30.3,54
6680,10,6,5,7,0.8,300,0,0,488.2,0,124.9,2.5,170.4,60.5,54.1,72.8,0.2,91.5,163.1
6681,10,6,5,8,1.3,180,0,0,1003.1,0,96.7,6.7,81.7,60.5,54.1,72.8,0.5,273.3,487.6
6682,10,6,5,9,1.7,170,0,0,1020.5,0,93.3,9.4,79.1,60.5,54.1,72.8,0.5,277.7,495.6
6683,10,6,5,10,2.2,150,0,0,1021.3,0,90,17,59,60.5,54.1,72.8,0.5,277.7,495.6
6684,10,6,5,11,3.4,120,0,0,1024,0,82.8,42,35.7,60.5,54.1,72.8,0.5,277.7,495.6
6685,10,6,5,12,4.7,90,69.9,20.3,1881.6,0,74.8,56.7,17.5,60.5,54.1,72.8,0.5,247.9,442.5
6686,10,6,5,13,5.9,80,161.2,47.5,1262.5,0,67.9,148.1,13.8,60.5,54.1,72.8,0.5,277.7,495.6
6687,10,6,5,14,6.4,80,170.4,50.4,1066.5,0,64.9,157.3,10.8,60.5,54.1,72.8,0.5,277.7,495.6
6688,10,6,5,15,6.9,70,179.4,53.3,1376,0,61.9,166.2,10.5,60.5,54.1,72.8,0.5,277.7,495.6
6689,10,6,5,16,7.4,70,173.4,51.8,1067.9,0,58.9,160.3,7.4,60.5,54.1,72.8,0.5,277.7,495.6
6690,10,6,5,17,6.2,90,30.8,9.1,693.1,0,65.9,17.6,25.1,60.5,54.1,72.8,0.3,158.8,283.3
6691,10,6,5,18,5.1,170,0,0,509.4,0,72.5,4.1,100.4,60.5,54.1,72.8,0.2,95.9,171.2
6692,10,6,5,19,3.9,200,0,0,509.4,0,79.8,3.9,120.2,60.5,54.1,72.8,0.2,95.9,171.2
6693,10,6,5,20,3.2,240,0,0,420.7,0,83.8,2.8,151.9,60.5,54.1,72.8,0.1,65.1,116
6694,10,6,5,21,2.4,290,0,0,401.7,0,88.9,2.7,196.8,60.5,54.1,72.8,0.1,61.8,110
6695,10,6,5,22,1.7,0,0,0,118.1,0,0,1.5,0.2,0,0,0.1,0.1,30.3,54
6696,10,6,5,23,0.7,0,0,0,76,0,0,1,0.4,0,0,0,0,15.3,27.6
6697,10,7,6,0,-0.2,0,0,0,75.8,0,0,0.9,2,0,0,0,0,15.3,27.6
6698,10,7,6,1,-1.2,0,0,0,75.7,0,0,0.7,3.5,0,0,0,0,15.3,27.6
6699,10,7,6,2,-1.7,0,0,0,75.7,0,0,0.6,4.4,0,0,0.1,0,15.3,27.6
6700,10,7,6,3,-2.2,10,0,0,75.7,0,0,0.6,6.5,0,0,0.1,0,15.3,27.6
6701,10,7,6,4,-2.7,10,0,0,75.6,0,0,0.5,7.9,0,0,0.1,0,15.3,27.6
6702,10,7,6,5,-2.6,10,0,0,75.7,0,0,0.5,10.4,0,0,0.1,0,15.3,27.6
6703,10,7,6,6,-2.5,540,0,0,310.3,0,241.1,0.8,296,60.5,54.1,72.8,0.1,30.3,54
6704,10,7,6,7,-2.4,530,0,0,310.5,0,238.1,0.4,293.5,60.5,54.1,72.8,0.1,30.9,55
6705,10,7,6,8,0.8,430,0,0,486.3,0,129.7,2.4,297,60.5,54.1,72.8,0.2,92.6,165.1
6706,10,7,6,9,3.9,360,0,0,500.2,0,79.8,2.8,281.9,60.5,54.1,72.8,0.2,95.9,171.2
6707,10,7,6,10,7.1,210,17.7,5.3,513.8,0,60.6,4.6,151.3,60.5,54.1,72.8,0.2,99.2,177.2
6708,10,7,6,11,7.6,180,21.9,6.6,515.1,0,57.6,8.7,120.2,60.5,54.1,72.8,0.2,99.2,177.2
6709,10,7,6,12,8.2,320,20.3,6.1,1318,0,53.9,7.1,270.6,60.5,54.1,72.8,0.2,54.5,97.7
6710,10,7,6,13,8.7,300,20.6,6.2,588.1,0,50.9,7.4,252.3,60.5,54.1,72.8,0.2,54.5,97.7
6711,10,7,6,14,8.4,320,18.8,5.7,388.6,0,52.9,5.6,266.4,60.5,54.1,72.8,0.2,54.5,97.7
6712,10,7,6,15,8.2,340,15.8,4.7,694.3,0,53.9,2.6,282.1,60.5,54.1,72.8,0.2,54.5,97.7
6713,10,7,6,16,7.9,340,15.1,4.5,387.5,0,55.9,1.9,286.1,60.5,54.1,72.8,0.2,54.5,97.7
6714,10,7,6,17,7.6,350,13.8,4.1,306.2,0,57.6,0.7,291.1,60.5,54.1,72.8,0.1,24.6,44.6
6715,10,7,6,18,7.4,0,13.8,4.1,94.6,0,0,0.6,0.1,0,0,0,0.1,20.2,36.5
6716,10,7,6,19,7.1,0,13.3,4,87.6,0,0,0.2,0.1,0,0,0,0.1,18,32.5
6717,10,7,6,20,6.9,0,13.3,4,87.6,0,0,0.2,0.2,0,0,0,0.1,18,32.5
6718,10,7,6,21,6.6,0,13.3,4,78.6,0,0,0.2,0.2,0,0,0,0,15.8,28.5
6719,10,7,6,22,6.4,0,13.3,3.9,76.4,0,0,0.2,0.3,0,0,0,0,15.3,27.6
6720,10,7,6,23,6.1,0,13.3,3.9,76.4,0,0,0.2,0.4,0,0,0,0,15.3,27.6
6721,10,8,7,0,5.9,0,0,0,82.2,0,0,0.2,0.4,0,0,0,0,15.3,27.6
6722,10,8,7,1,5.6,0,0,0,80.4,0,0,0.2,0.4,0,0,0,0,15.3,27.6
6723,10,8,7,2,5.6,0,0,0,80.4,0,0,0.2,0.5,0,0,0,0,15.3,27.6
6724,10,8,7,3,5.5,0,0,0,79.9,0,0,0.2,0.6,0,0,0,0,15.3,27.6
6725,10,8,7,4,5.5,0,0,0,79.9,0,0,0.1,0.6,0,0,0,0,15.3,27.6
6726,10,8,7,5,5.7,0,0,0,81,0,0,0.1,0.6,0,0,0,0,15.3,27.6
6727,10,8,7,6,5.8,0,0,0,81.4,0,0,0.1,0.7,0,0,0,0,15.3,27.6
6728,10,8,7,7,6,0,13.3,3.9,74.4,0,0,0.1,0.7,0,0,0,0,15.3,27.6
6729,10,8,7,8,6.6,0,13.3,3.9,75.5,0,0,0.1,0.7,0,0,0,0,15.8,28.5
6730,10,8,7,9,7.3,0,13.3,4,74.7,0,0,0.2,0.6,0,0,0,0,15.8,28.5
6731,10,8,7,10,7.9,0,13.3,4,88.1,0,0,0.2,0.5,0,0,0,0.1,19.1,34.5
6732,10,8,7,11,9,0,13.3,4,88.1,0,0,0.2,0.4,0,0,0,0.1,19.1,34.5
6733,10,8,7,12,10.1,0,14.9,4.6,1026.5,0,0,1.8,0.3,0,0,0.1,0.1,21.3,38.6
6734,10,8,7,13,11.2,0,16.1,5,297,0,0,3,0.3,0,0,0.1,0.1,21.3,38.6
6735,10,8,7,14,10.8,0,15.9,4.9,98,0,0,2.7,0.3,0,0,0.1,0.1,21.3,38.6
6736,10,8,7,15,10.3,0,15.2,4.6,404.3,0,0,2.1,0.3,0,0,0.1,0.1,21.3,38.6
6737,10,8,7,16,9.9,0,14.7,4.5,97.6,0,0,1.6,0.3,0,0,0.1,0.1,21.3,38.6
6738,10,8,7,17,8.6,0,13.7,4.1,91,0,0,0.5,0.7,0,0,0,0.1,19.1,34.5
6739,10,8,7,18,7.2,0,0,0,56.6,0,0,0,0.8,0,0,0,0,16.9,30.5
6740,10,8,7,19,5.9,0,0,0,52,0,0,0,1,0,0,0,0,15.3,27.6
6741,10,8,7,20,5.3,0,0,0,52,0,0,0,1.1,0,0,0,0,15.3,27.6
6742,10,8,7,21,4.7,0,0,0,52,0,0,0,1.4,0,0,0,0,15.3,27.6
6743,10,8,7,22,4.1,10,0,0,52,0,0,0,5.1,0,0,0,0,15.3,27.6
6744,10,8,7,23,4.7,10,0,0,52,0,0,0,5.6,0,0,0,0,15.3,27.6
6745,10,9,1,0,5.3,10,0,0,52,0,0,0,6.2,0,0,0,0,15.3,27.6
6746,10,9,1,1,5.9,10,0,0,52,0,0,0,6.4,0,0,0,0,15.3,27.6
6747,10,9,1,2,5.6,10,0,0,52.1,0,0,0,7.5,0,0,0,0,15.3,27.6
6748,10,9,1,3,5.3,10,0,0,52.1,0,0,0,9.3,0,0,0.1,0,15.3,27.6
6749,10,9,1,4,5,10,0,0,52.1,0,0,0,10.4,0,0,0.1,0,15.3,27.6
6750,10,9,1,5,4.8,10,0,0,120.1,0,0,0.2,10.8,0,0,0.2,0.1,30.3,54
6751,10,9,1,6,4.7,380,0,0,312.7,0,90.7,0.2,293.9,60.5,54.1,72.8,0.1,30.3,54
6752,10,9,1,7,4.5,350,0,0,489.9,0,87.8,0.8,262.9,60.5,54.1,72.8,0.2,91.5,163.1
6753,10,9,1,8,4.6,330,0,0,1005.3,0,75.5,5.2,254.8,60.5,54.1,72.8,0.5,273.3,487.6
6754,10,9,1,9,4.8,290,0,0,1022.7,0,74.5,5.7,215.8,60.5,54.1,72.8,0.5,277.7,495.6
6755,10,9,1,10,4.9,210,0,0,1023.1,0,73.8,6.6,137.9,60.5,54.1,72.8,0.5,277.7,495.6
6756,10,9,1,11,4.9,200,0,0,1023.2,0,73.8,7.8,126.2,60.5,54.1,72.8,0.5,277.7,495.6
6757,10,9,1,12,4.9,250,0,0,1868.1,0,73.8,5.5,177.6,60.5,54.1,72.8,0.5,247.9,442.5
6758,10,9,1,13,4.9,200,0,0,1222.7,0,73.8,11.6,122.5,60.5,54.1,72.8,0.5,277.7,495.6
6759,10,9,1,14,4.7,180,0,0,1023.4,0,74.8,11.6,101.6,60.5,54.1,72.8,0.5,277.7,495.6
6760,10,9,1,15,4.5,170,0,0,1329.6,0,76.1,12.5,98.2,60.5,54.1,72.8,0.5,277.7,495.6
6761,10,9,1,16,4.3,170,0,0,1022.6,0,77.5,11.6,88.7,60.5,54.1,72.8,0.5,277.7,495.6
6762,10,9,1,17,4,240,0,0,689.3,0,79.1,4.2,157.4,60.5,54.1,72.8,0.3,158.8,283.3
6763,10,9,1,18,3.6,410,0,0,507.2,0,81.5,3,329.2,60.5,54.1,72.8,0.2,95.9,171.2
6764,10,9,1,19,3.3,400,0,0,508.9,0,83.5,2.9,320.8,60.5,54.1,72.8,0.2,95.9,171.2
6765,10,9,1,20,3.7,410,0,0,420.9,0,80.8,2,326.2,60.5,54.1,72.8,0.1,65.1,116
6766,10,9,1,21,4.2,410,0,0,402.7,0,77.8,1.7,330.2,60.5,54.1,72.8,0.1,61.8,110
6767,10,9,1,22,4.6,0,0,0,119.9,0,0,1.1,3.4,0,0,0,0.1,30.3,54
6768,10,9,1,23,4.6,0,0,0,78,0,0,0.7,4.9,0,0,0.1,0,15.3,27.6
6769,10,10,2,0,4.6,10,0,0,78,0,0,0.6,5.5,0,0,0.1,0,15.3,27.6
6770,10,10,2,1,4.6,10,0,0,78,0,0,0.6,5.9,0,0,0.1,0,15.3,27.6
6771,10,10,2,2,4.2,10,0,0,77.5,0,0,0.6,7.3,0,0,0.1,0,15.3,27.6
6772,10,10,2,3,3.8,10,0,0,77.2,0,0,0.5,8.2,0,0,0.1,0,15.3,27.6
6773,10,10,2,4,3.4,10,0,0,76.9,0,0,0.5,10,0,0,0.1,0,15.3,27.6
6774,10,10,2,5,3.9,10,0,0,119.2,0,0,0.7,10.2,0,0,0.1,0.1,30.3,54
6775,10,10,2,6,4.4,380,0,0,312.4,0,80.2,1.1,299.9,60.5,54.1,72.8,0.1,30.3,54
6776,10,10,2,7,4.9,360,0,0,490.7,0,73.8,2.1,284.3,60.5,54.1,72.8,0.2,91.5,163.1
6777,10,10,2,8,5.4,210,0,0,1007.7,0,70.8,8.4,138,60.5,54.1,72.8,0.5,273.3,487.6
6778,10,10,2,9,5.8,160,20.1,5.9,1022,0,68.5,6.9,92.7,60.5,54.1,72.8,0.5,277.7,495.6
6779,10,10,2,10,6.3,170,20.6,6.1,1022.2,0,65.5,7.4,100.6,60.5,54.1,72.8,0.5,277.7,495.6
6780,10,10,2,11,6.9,140,23.4,7,1023.1,0,61.9,10.2,75.8,60.5,54.1,72.8,0.5,277.7,495.6
6781,10,10,2,12,7.4,160,20.3,6.1,1867.4,0,58.9,7.1,96.6,60.5,54.1,72.8,0.5,247.9,442.5
6782,10,10,2,13,8,130,39.4,11.8,1226.9,0,55.3,26.3,76.1,60.5,54.1,72.8,0.5,277.7,495.6
6783,10,10,2,14,7.6,130,47.8,14.3,1030.4,0,57.6,34.7,75,60.5,54.1,72.8,0.5,277.7,495.6
6784,10,10,2,15,7.3,120,56.9,17,1339.6,0,59.6,43.7,62.3,60.5,54.1,72.8,0.5,277.7,495.6
6785,10,10,2,16,6.9,120,65.4,19.4,1035.6,0,61.9,52.2,59,60.5,54.1,72.8,0.5,277.7,495.6
6786,10,10,2,17,7.1,170,18.4,5.5,689.5,0,60.6,5.2,114,60.5,54.1,72.8,0.3,158.8,283.3
6787,10,10,2,18,7.2,270,17,5.1,507.4,0,59.9,3.8,214.4,60.5,54.1,72.8,0.2,95.9,171.2
6788,10,10,2,19,7.4,240,16.6,5,509.3,0,58.9,3.4,180.8,60.5,54.1,72.8,0.2,95.9,171.2
6789,10,10,2,20,7.3,280,15.8,4.7,420.9,0,59.6,2.6,220.1,60.5,54.1,72.8,0.1,65.1,116
6790,10,10,2,21,7.3,290,15.7,4.7,402.3,0,59.6,2.5,233,60.5,54.1,72.8,0.1,61.8,110
6791,10,10,2,22,7.2,0,14.8,4.4,118.8,0,0,1.6,2.9,0,0,0.1,0.1,30.3,54
6792,10,10,2,23,7,0,14.4,4.3,76.8,0,0,1.2,3.7,0,0,0.1,0,15.3,27.6
6793,10,11,3,0,6.8,0,14.3,4.2,76.8,0,0,1.1,4.5,0,0,0.1,0,15.3,27.6
6794,10,11,3,1,6.6,10,14.2,4.2,76.8,0,0,1,5.3,0,0,0.1,0,15.3,27.6
6795,10,11,3,2,6.5,10,14.1,4.2,76.7,0,0,1,5.8,0,0,0.1,0,15.3,27.6
6796,10,11,3,3,6.3,10,14,4.1,76.7,0,0,0.9,6.8,0,0,0.1,0,15.3,27.6
6797,10,11,3,4,6.2,10,13.8,4.1,76.7,0,0,0.6,8.3,0,0,0.1,0,15.3,27.6
6798,10,11,3,5,5.7,10,0,0,123.3,0,0,1.1,9.1,0,0,0.1,0.1,30.3,54
6799,10,11,3,6,5.2,390,0,0,314,0,71.8,1.2,318.7,60.5,54.1,72.8,0.1,30.3,54
6800,10,11,3,7,4.7,300,0,0,490.4,0,74.8,2.2,227.3,60.5,54.1,72.8,0.2,91.5,163.1
6801,10,11,3,8,6.3,160,27.8,8.2,1007.3,0,65.5,14.5,99.2,60.5,54.1,72.8,0.5,273.3,487.6
6802,10,11,3,9,8,120,44.3,13.3,1029.4,0,55.3,31.2,62.9,60.5,54.1,72.8,0.5,277.7,495.6
6803,10,11,3,10,9.6,90,105.2,32,1048.2,0,45.6,92.2,47.7,60.5,54.1,72.8,0.5,277.7,495.6
6804,10,11,3,11,10.2,70,136.3,41.7,1057.9,0,42,123.2,32.4,60.5,54.1,72.8,0.5,277.7,495.6
6805,10,11,3,12,10.9,70,136,41.9,1903.2,0,38,122.8,31,60.5,54.1,72.8,0.5,247.9,442.5
6806,10,11,3,13,11.5,40,202,62.6,1277.6,0,34.4,188.6,9.6,60.5,54.1,72.8,0.5,277.7,495.6
6807,10,11,3,14,11.4,40,227.3,70.3,1086.4,0,35,214.1,5.1,60.5,54.1,72.8,0.5,277.7,495.6
6808,10,11,3,15,11.3,40,258.9,79.8,1402.5,0,35.7,245.8,6.3,60.5,54.1,72.8,0.5,277.7,495.6
6809,10,11,3,16,11.2,40,231.2,71.4,1087.5,0,36,218,7.6,60.5,54.1,72.8,0.5,277.7,495.6
6810,10,11,3,17,9.3,70,58.1,17.6,701.6,0,47.6,45,22.5,60.5,54.1,72.8,0.3,158.8,283.3
6811,10,11,3,18,7.3,130,27.9,8.3,510.7,0,59.6,14.7,75.4,60.5,54.1,72.8,0.2,95.9,171.2
6812,10,11,3,19,5.4,190,0,0,513.2,0,70.8,10.2,120.7,60.5,54.1,72.8,0.2,95.9,171.2
6813,10,11,3,20,4.7,260,0,0,422.2,0,74.8,3.2,180.6,60.5,54.1,72.8,0.1,65.1,116
6814,10,11,3,21,4.1,260,0,0,402.8,0,78.5,2.9,184.6,60.5,54.1,72.8,0.1,61.8,110
6815,10,11,3,22,3.4,0,0,0,118.8,0,0,1.7,0.2,0,0,0.1,0.1,30.3,54
6816,10,11,3,23,3,0,0,0,76.7,0,0,1.2,0.2,0,0,0.1,0,15.3,27.6
6817,10,12,4,0,2.5,0,0,0,76.5,0,0,1.1,0.2,0,0,0,0,15.3,27.6
6818,10,12,4,1,2.1,0,0,0,76.3,0,0,1,0.3,0,0,0,0,15.3,27.6
6819,10,12,4,2,1.8,0,0,0,76.2,0,0,0.9,0.4,0,0,0,0,15.3,27.6
6820,10,12,4,3,1.4,0,0,0,76.1,0,0,0.6,0.8,0,0,0,0,15.3,27.6
6821,10,12,4,4,1.1,0,0,0,76,0,0,0.6,1,0,0,0,0,15.3,27.6
6822,10,12,4,5,1.2,0,0,0,118,0,0,1,1.9,0,0,0,0.1,30.3,54
6823,10,12,4,6,1.3,440,0,0,310.8,0,120,1.1,319.7,60.5,54.1,72.8,0.1,30.3,54
6824,10,12,4,7,1.4,350,0,0,488.3,0,109.3,2.5,243.1,60.5,54.1,72.8,0.2,91.5,163.1
6825,10,12,4,8,3.9,150,0,0,1007.7,0,79.8,44.1,72.5,60.5,54.1,72.8,0.5,273.3,487.6
6826,10,12,4,9,6.5,100,85.2,25.2,1041.3,0,64.2,71.9,38.5,60.5,54.1,72.8,0.5,277.7,495.6
6827,10,12,4,10,9,70,131.9,40,1056.1,0,49.3,118.8,20,60.5,54.1,72.8,0.5,277.7,495.6
6828,10,12,4,11,10.4,60,177.3,54.4,1070.5,0,41,164.1,19.1,60.5,54.1,72.8,0.5,277.7,495.6
6829,10,12,4,12,11.7,50,150.8,46.8,1908.1,0,33,137.5,15.9,60.5,54.1,72.8,0.5,247.9,442.5
6830,10,12,4,13,13.1,30,219.9,69.1,1284.1,0,24.7,206.9,3.1,60.5,54.1,72.8,0.5,277.7,495.6
6831,10,12,4,14,13.2,30,259.9,81.3,1097.4,0,24.1,246.8,2.9,60.5,54.1,72.8,0.5,277.7,495.6
6832,10,12,4,15,13.3,30,279.4,87.3,1409.9,0,23.7,266.2,4,60.5,54.1,72.8,0.5,277.7,495.6
6833,10,12,4,16,13.4,30,270.7,84.7,1100.8,0,23.1,257.5,2.9,60.5,54.1,72.8,0.5,277.7,495.6
6834,10,12,4,17,11.6,40,68.3,21.2,705.2,0,33.7,55.2,10.6,60.5,54.1,72.8,0.3,158.8,283.3
6835,10,12,4,18,9.9,80,31.4,9.6,512,0,44,18.2,39.5,60.5,54.1,72.8,0.2,95.9,171.2
6836,10,12,4,19,8.1,150,25,7.5,511.8,0,54.6,11.8,98.3,60.5,54.1,72.8,0.2,95.9,171.2
6837,10,12,4,20,7.1,190,17,5.1,421.2,0,60.6,3.9,129.6,60.5,54.1,72.8,0.1,65.1,116
6838,10,12,4,21,6.1,260,16.2,4.8,402.4,0,66.5,3,191.5,60.5,54.1,72.8,0.1,61.8,110
6839,10,12,4,22,5.1,0,0,0,121,0,0,1.9,0,0,0,0.1,0.1,30.3,54
6840,10,12,4,23,5,0,0,0,78.8,0,0,1.5,0.1,0,0,0.1,0,15.3,27.6
6841,10,13,5,0,5,0,0,0,78.8,0,0,1.3,0.1,0,0,0.1,0,15.3,27.6
6842,10,13,5,1,4.9,0,0,0,78.5,0,0,1.2,0.2,0,0,0.1,0,15.3,27.6
6843,10,13,5,2,5.2,0,0,0,79.3,0,0,1.2,0.2,0,0,0.1,0,15.3,27.6
6844,10,13,5,3,5.5,0,0,0,80.2,0,0,1.1,0.2,0,0,0,0,15.3,27.6
6845,10,13,5,4,5.8,0,0,0,81.6,0,0,1,0.3,0,0,0,0,15.3,27.6
6846,10,13,5,5,5.9,0,0,0,124.2,0,0,1.3,0.3,0,0,0.1,0.1,30.3,54
6847,10,13,5,6,6,390,14.9,4.4,311.6,0,67.2,1.8,321,60.5,54.1,72.8,0.1,30.3,54
6848,10,13,5,7,6.1,200,16,4.7,489.3,0,66.5,2.9,134.6,60.5,54.1,72.8,0.2,91.5,163.1
6849,10,13,5,8,6.6,110,51.1,15.1,1014.2,0,63.5,38,48.8,60.5,54.1,72.8,0.5,273.3,487.6
6850,10,13,5,9,7.2,100,74.3,22.1,1038.3,0,59.9,61.2,40.7,60.5,54.1,72.8,0.5,277.7,495.6
6851,10,13,5,10,7.7,80,93.1,27.9,1044,0,56.9,80,19.7,60.5,54.1,72.8,0.5,277.7,495.6
6852,10,13,5,11,8,70,103.7,31.1,1047.2,0,55.3,90.5,14.9,60.5,54.1,72.8,0.5,277.7,495.6
6853,10,13,5,12,8.4,80,70.8,21.3,1882.6,0,52.9,57.6,27.6,60.5,54.1,72.8,0.5,247.9,442.5
